token,freq,df,sample,weight
charlie,48,47,"Boxing Legend Mike Tyson is announced as the guest enforcer for the ""Stone Cold"" Steve Austin vs. Shawn Michaels match at WrestleMania. Paul",0
efforts,48,48,Mr. McMahon seeks retribution on The Undertaker by forcing him to face Kane in an Inferno Match. Mankind's efforts to capitalize on the tens,0
angry,48,48,"With a giant ash cloud hovering over Europe, thanks to an erupting volcano in Iceland, air travel has been severely restricted, causing most",-1
seven,48,47,"One night after the seven season one NXT Rookies decimated the WWE landscape at Fatal 4-Way, the pugnacious pack once again tore into the Ra",0
central,48,47,"Buckle up, hold on and expect the unexpected. While Central Florida may be the epicenter of theme parks and wild rides, the WWE Universe was",0
primo,48,47,"Tag Team Match

Air Boom (Evan Bourne and Kofi Kingston) vs. The Colons (Epico and Primo) w/ Rosa Mendes

United States Championship Match

",0
learned,48,45,"Kevin Owens, Dean Ambrose, Cesaro, Sami Zayn, and Chris Jericho qualified for this year’s Money in the Bank Ladder Match, where they’ll batt",0
bayley,48,46,"On Raw tonight, Charlotte defends her Women’s Championship against Bayley tonight in a Royal Rumble rematch, while Kevin Owens and Chris Jer",0
sparks,48,48,Sparks fly as Paul and Zion's families join the Millers for a holiday dinner. Austin looks for his Christmas gifts — and makes a dangerous f,0
debra,48,47,"Dexter's world is rocked when a rival serial murderer, dubbed the Ice Truck Killer by the media, privately contacts him and reveals that he ",0
suicide,48,43,"The strange suicide of a powerful woman leads Dexter to suspect her shrink of murder, but he gets a shock when a visit to the suspect opens ",-3
lei,48,24,Shan Cai was unhappy on her first day at the Ying De University. She didn't like her coward instructors and her rich and arrogant classmates,0
oars,48,19,"With Luffy's shadow, Moria and his followers head into the freezer holding his ultimate special zombie that he believes will help him gain p",0
cap'n,48,47,"While the pups are having a sleepover, the Lighthouse light runs out of power. Cap'n Turbot, the one who monitors the Lighthouse light, is o",0
eleanor,48,43,"Devi allows rumors about her and Paxton to swirl during an overnight school trip. Fabiola opens up to Eleanor, who gets upsetting news about",0
upper,47,44,"No-eul tries to gain the upper hand in negotiations, but her plans backfire. Gi-hun faces a moral crossroads, testing his limits — how far w",0
else,47,47,"Puberty syndrome – Abnormal experiences rumored on the internet to be caused by sensitivity and instability during adolescence. This year, S",0
searching,47,47,"Upon searching the hashtag #DREAMING, numerous posts were found about attending a middle school reunion on November 27th. Ikumi also dreamt ",0
state,47,45,"Mai responds to the media, asserting that she is not the real identity of Touko Kirishima on Coming of Age Day. Nevertheless, the impact of ",0
hatch,47,44,"Gabby and Pandy practise patience as they wait for a super cute egg to hatch; luckily, Kitty Fairy, MerCat and DJ Catnip are there to lend h",0
rabbit,47,43,Rebecca Rabbit has a little brother called Richard who is the same age as George.,0
cannot,47,44,"Suzy Sheep has come to play with Peppa, and has made up a pretend friend called 'Leo Lion'. Peppa cannot see Leo but Suzy announces that Leo",0
underground,47,45,"There is a new girl at school, and she quickly makes best friends with Peppa and Rebecca Rabbit. Molly shows them how good she is at digging",0
terry,47,44,"After his match with El Matador, Ric Flair issues a career changing challenge to Mr. Perfect for Raw next week. WWE Champion Bret Hitman Har",0
president,47,46,"Jim Cornette's newest client delivers a message to President Gorilla Monsoon. Plus, Bret Hart faces Goldust in the main event, and more.",0
winning,47,47,"The Undertaker looks to lay Salvatore Sincere's winning streak to rest. Plus, The Intercontinental Title Tournament continues and much more!",0
strike,47,46,"Bret Hart defends his newly-won WWE Championship against Sycho Sid. But before the ""Hit Man"" can face this tall order, ""Stone Cold"" Steve Au",0
weapon,47,47,"Bret Hart defends his newly-won WWE Championship against Sycho Sid. But before the ""Hit Man"" can face this tall order, ""Stone Cold"" Steve Au",0
tommy,47,41,"Back where it all began in New York City's famed Manhattan Center, Monday Night Raw gets hardcore as ECW invades WWE. In response to Jerry """,0
interest,47,47,"After DX's reenactment of Survivor Series comes up short, WWE Champion Shawn Michaels makes a special offer to Jim ""The Anvil"" Neidhart. The",0
becoming,47,45,"Mr. McMahon lets the WWE Universe know exactly what he thinks of ""Stone Cold"" Steve Austin possibly becoming the WWE Champion. Billy Gunn ta",0
linda,47,47,"After announcing a No Holds Barred Free-For-All Match between The Rock, Mankind, The Undertaker, Kane, and the Big Show to determine the No.",0
confronted,47,46,"The Rock's victory in the Royal Rumble is called into question when he is confronted by the Big Show. Plus, Triple H, Kane, and more!",0
machine,47,42,After CEO Linda McMahon announces that The Rock will join forces with Kane and The Undertaker to face the McMahon-Helmsley Faction at King o,0
current,47,47,"""Stone Cold"" Steve Austin addresses the current state of WWE before continuing his search for payback on whoever ran him over at the 1999 Su",0
hours,47,43,"Just 24 hours after winning the 2002 Royal Rumble Match, Triple H begins his road to WrestleMania by teaming with The Rock to take on Kurt A",0
sunday,47,46,Triple H faces Randy Orton. Mr. McMahon gathers ECW Champion Big Show and World Heavyweight Champion Booker T together with WWE Champion Joh,0
jtg,47,47,"The September 8, 2008 Edition of RAW is a Professional wrestling television show of the WWE's RAW brand, which took place on September 8, 20",0
experience,47,46,"As a singer of sinister songs and a director of horror films, Raw special guest host Rob Zombie has experience with the darker side of human",0
kingdom,47,45,"Before the American Revolution began in 1774, the kingdom of Great Britain assumed they had their American subjects squarely under thumb. An",0
marie,47,46,"Tonight's episode of Raw is being broadcast live from the Staples Center in Los Angeles, CA. The scheduled matches for tonight’s card are:

",0
mizdow,47,46,"Tonight's episode of Raw is being broadcast live from the Honda Center in Anaheim, CA. The scheduled matches for tonight’s card are:

Single",0
cut,47,46,"Saving Raw General Manager Mick Foley from annihilation at the hands of Triple H, a seemingly recovered Seth Rollins emerged to get some pay",0
asuka,47,46,"On the first live Christmas episode of Raw, unlikely partners Seth Rollins & Jason Jordan captured the Raw Tag Team Titles. Plus, John Cena ",0
liv,47,46,"On the final Raw of 2019, Lana and Bobby Lashley's wedding was left in ruin following the shocking confession from returning Liv Morgan and ",0
damian,47,47,WWE Champion Bobby Lashley returns. Drew McIntyre & Braun Strowman take on MACE & T-BAR. Sonya Deville uses her power to make a surprising d,0
behavior,47,47,"After a sudden behavior change raises concern among his friends, Marcus has a tearful meeting with Ginny. Austin witnesses a terrifying scen",0
revelations,47,47,"As Gil continues to make threats and Cordova closes in, revelations about Georgia's past surface at the worst possible time.",0
investigating,47,46,"While investigating a string of hotel robberies together, Jake discovers that Amy may transfer to the Major Crimes unit and work with ""The V",0
paris,47,43,"Hua Zhe Lei was dissapointed to hear Jing's announced in her party that she was leaving for Paris to pursue her dream. The next day, Shan Ca",0
ancient,47,45,"While Crocodile reveals to Vivi about the ancient weapon Pluton, Nami attempts to defeat Miss Doublefinger with her most powerful attack: Th",0
trunks,47,43,The future has been written - or has it? That’s what Goku and the rest of the Z-Fighters must decide as they hear Trunks’ ominous warning. T,0
keeping,46,46,Gi-hun and his team take turns keeping guard through the night. The masked men encounter trouble with their co-conspirators.,0
breaking,46,46,Kang No-eul earns enemies for her unruly actions. Nerves fray to the breaking point as the remaining players vote on whether to move to the,0
strong,46,45,"Unable to deal with a commercial filming well as the actress Mai Sakurajima, Nodoka gradually starts to feel a strong sense of inferiority. ",0
dash,46,43,"Mush, mash and mix in a dash! Gabby and her friends prepare for a spa day. Meanwhile, MerCat deals with a sparkle disaster. Can the gang fin",0
buy,46,44,It’s almost time to get groovy at the music store grand opening! Can Gabby and Pandy earn enough kitty coins to buy an instrument?,0
pays,46,45,A frosty friend from the North Pole pays a visit to the dollhouse and learns all about the splish-splash spirit on his very first beach day.,0
say,46,46,"Gabby and Pandy say ""howdy"" to a cowboy adventure as they hit trails and rails to protect a pouch of golden nuggets from CatRat.",0
moving,46,45,"Gabby, Pandy and DJ Catnip are ready to make music and search high and low for moving and grooving sounds.",0
newest,46,45,"The Box Family welcomes its newest member: Benny Box! When Mama Box needs a nap, Gabby and Pandy teach Baby Box how to babysit her new broth",0
clues,46,45,Gabby and Pandy follow clues and solve riddles to find sparkly treasures on an a-meow-zing Dollhouse Treasure Hunt. Can they find all three?,0
toy,46,43,"Mr Dinosaur is George's favourite toy. When Mr Dinosaur goes missing, George is distraught. Daddy Pig helps Peppa to become a detective and ",0
sheep,46,44,"Peppa's best friend, Suzy Sheep, comes to play. George wants to play too, but Peppa refuses to let him do so, making him sad.",0
television,46,46,"Inspired by their favourite television programme, Peppa and George want to be famous detectives too. Daddy Pig gives them a mystery to solve",0
richard,46,44,Rebecca Rabbit has a little brother called Richard who is the same age as George.,0
pick,46,46,"Daddy Pig takes Peppa and George to school on their scooters. When he decides that it would be quicker to ride back, he discovers that ridin",0
massive,46,45,"It's Halloween! Peppa has been helping Grandpa Pig carve his massive pumpkin. Now, with the help of Miss Rabbit, they have to work out how t",0
involving,46,46,In her second day at the Children's Festival which its been muddy thanks to the rain Peppa learns about activities involving Mud.,0
health,46,46,Mummy Pig takes Peppa to the doctors for her yearly health check up.,0
bam,46,23,"Jerry ""The King"" Lawler squares off against Jim Powers. The Beverly Brothers battle The Steiner Brothers in tag team action. Virgil faces Ba",0
bomb,46,43,Doink the Clown faces off against Mr. Perfect in singles action. Razor Ramon discusses a rematch with The Kid and even offers him money to c,-1
greatest,46,45,"""Stone Cold"" Steve Austin shows The Rock what the Intercontinental Championship means to him. When DX takes on the Legion of Doom in the mai",0
appearance,46,46,Mr. McMahon learns that rattlesnakes don't make good pets when he vows to show the WWE Universe a new and improved Stone Cold Steve Austin.,0
lord,46,45,"WWE Commissioner Shawn Michaels gives CEO ""Stone Cold"" Steve Austin a special opportunity. The Undertaker defends his WWE Championship again",0
porter,46,44,"The December 8, 2008 Edition of RAW is a Professional wrestling television show of the WWE's RAW brand, which took place on December 8, 2008",0
toward,46,46,"Like a runaway sailboat careening toward SummerSlam, Team WWE fought and flailed as if in the eye of the storm. With just six days left, how",0
epico,46,45,"Tag Team Match

Air Boom (Evan Bourne and Kofi Kingston) vs. The Colons (Epico and Primo) w/ Rosa Mendes

United States Championship Match

",0
explosive,46,46,"Seth Rollins faced Drew McIntyre in an explosive Raw main event, and if The Architect could defeat the Scotsman, McIntyre would be barred fr",0
awry,46,46,"Seth “Freakin” Rollins faces Finn Bálor for the United States Title. The Miz's public apology on ""Miz TV"" goes awry thanks to Johnny Gargano",0
draws,46,46,Ginny draws inspiration from her dad when writing an essay she hopes to submit to a prestigious contest — but the result breeds friction wit,0
locate,46,46,"Desperate to locate Rose, Peter makes a game-changing deal with Jacob. Tomás discovers just how far Markus is willing to go in service to hi",0
miguel,46,45,"Present day Daniel LaRusso lives a charmed life. That is, until he sees that the Cobra Kai dojo, the source of his teenage angst and rivalry",0
morty,46,43,"Rick moves in with his daughter's family and establishes himself as a bad influence on his grandson, Morty.",0
sakura,46,39,"Carrot stows away! And settles in with the Straw Hats as they make their way to rescue Sanji! Meanwhile, in the Sakura Kingdom - formerly th",0
kurapika,46,31,"Gon, Kurapika and Leorio reach Dolle Harbor and are given instructions by the captain to head for the cedar tree on the hilltop behind the c",0
maomao,46,39,"After being kidnapped and forced to work as a servant in the rear palace, former apothecary Maomao inadvertently draws the attention of the ",0
hear,45,43,"Even after leaving Fujisawa for Ogaki, not one person remembered anything about Mai Sakurajima. Sakuta and Mai return to school together, bu",0
acting,45,43,"Because of the misunderstanding that she was dating Sakuta, Tomoe is able to resolve the agonizing situation of being asked out by the guy h",0
bodies,45,43,"Sakuta had been unable to see Mai, who was not only busy with work but had an order from her agency forbidding her from going on dates. The ",0
sara,45,40,"Sakuta dreams that on Christmas Eve, when he is meant to have a sleepover date with Mai, he instead goes on a date with a student named Sara",0
festival,45,42,"Sakuta has a dream that Mai reveals herself as the true identity of Touko Kirishima at a music festival held on April 1st. At the same time,",0
earn,45,45,It’s almost time to get groovy at the music store grand opening! Can Gabby and Pandy earn enough kitty coins to buy an instrument?,0
plays,45,45,Peppa goes outside and plays with her kite.,0
celebrates,45,45,"Mummy Pig celebrates her birthday with her family. Peppa, George and Daddy Pig prepare a wonderful birthday surprise for Mummy Pig.",0
animals,45,43,Doctor Hamster is rushed off her feet when nearly all the animals need her help on the same day.,0
ken,45,45,"Back where it all began in New York City's famed Manhattan Center, Monday Night Raw gets hardcore as ECW invades WWE. In response to Jerry """,0
aid,45,45,"Bret Hart call outs Shawn Michaels. Weeks after being burned by The Undertaker, Paul Bearer returns with Mankind to deliver a grave warning ",0
mistake,45,45,Triple H's aspirations of becoming WWE Champion are put in jeopardy when Chyna makes an unexpected demand. Commissioner Shawn Michaels does,-1
anyone,45,44,"Team WWE has their back against the wall in the fight against the ECW and WCW invaders. Will anyone be able to get through to a despondent """,0
painful,45,45,"Team WWE has their back against the wall in the fight against the ECW and WCW invaders. Will anyone be able to get through to a despondent """,-1
emergency,45,43,"The NWO battles The Rock & ""Stone Cold"" Steve Austin 3-on-2 Handicap Match. The rivalry between Triple H and WWE Undisputed Champion Chris J",0
trap,45,44,"The Undertaker teams with the NWO's Scott Hall & X-Pac to take on Bradshaw & ""Stone Cold"" Steve Austin in a Handicap main event. The Hardy B",-1
bubba,45,44,"""Stone Cold"" Steve Austin looks for payback on the NWO. Triple H looks for revenge of his own as he targets The Undertaker. Plus, Brock Lesn",0
location,45,45,The NWO promises to reveal a shocking surprise that will change the very nature of Raw. The Undertaker's pursuit for the WWE Undisputed Cham,0
unknown,45,45,"As Triple H searches for the unknown assailant responsible for viciously assaulting Shawn Michaels, the details behind this sordid attack co",0
annual,45,45,"In the annual WWE Draft, Superstars from Raw, SmackDown, and ECW compete against each other in a series of Inter-promotional Matches in the ",0
captured,45,45,"Let the celebration continue! Just one night after the New Orleans Saints captured the NFL’s top prize in the Super Bowl, the people of Loui",0
matadores,45,45,"Tonight's episode of Raw is being broadcast live from the Pepsi Center in Denver, CO. The scheduled matches for tonight’s card are:

Singles",0
ground,45,45,"Cocomelon’s Season 9 is called “Wheels on the Bus”, and it takes place on a school bus with the kids from Cocomelon. At the end of the seaso",0
assistant,45,43,"Sheldon campaigns to become Dr. Linkletter's lab assistant. Also, Georgie enlists the help of Mr. Lundy, the drama teacher, for a surprising",0
judges,45,43,"After failing to impress the judges on a singing competition show, a woman must either perform degrading acts or return to a slave-like exis",0
robbery,45,45,Harper and Nolan respond to a bank robbery in progress and realize the motives of the thief run much deeper than just needing money. Jackson,-2
adrien,45,40,"Marinette considers declaring her feelings to Adrien for Valentine's Day, but first they must stop Dark Cupid, a villain bent on eradicating",0
craig,45,44,"While Craig recovers from his wound, Baz and Craig deal with some old associates down in Mexico. Meanwhile, strapped for cash, Pope takes ch",0
deran,45,43,"While Craig recovers from his wound, Baz and Craig deal with some old associates down in Mexico. Meanwhile, strapped for cash, Pope takes ch",0
intense,44,44,"New players gather for a chance to win 45.6 billion won. After an intense first round, the survivors' fates hang in the balance — down to on",0
feeling,44,44,"Because of the misunderstanding that she was dating Sakuta, Tomoe is able to resolve the agonizing situation of being asked out by the guy h",0
university,44,42,Sakuta has started attending university and meets a girl during a group outing.,0
welcome,44,44,There's a new Gabby Cat in town: Marty the Party Cat! Gabby and Pandy show Marty all the fun features in the party room to make him feel wel,1
cycle,44,39,"Peppa and her family go for a day's cycle ride. Peppa rides her little bicycle, while Mummy and Daddy Pig ride their tandem with George on t",0
mighty,44,39,Mr. Fuji wants to know what pro athlete can bodyslam his mighty Yokozuna. Kamala faces Shawn Michaels for the Intercontinental Championship.,0
path,44,44,Yokozuna's path of destruction continues when he battles Crush. Tatanka battles it out with New York's own Brooklyn Brawler.,0
outlaws,44,44,"After DX's reenactment of Survivor Series comes up short, WWE Champion Shawn Michaels makes a special offer to Jim ""The Anvil"" Neidhart. The",0
reunited,44,43,"""Stone Cold"" Steve Austin faces The Artist Formerly Known as Goldust. With Triple H out of action due to a knee injury, Commissioner Slaught",1
revelation,44,44,"""Stone Cold"" Steve Austin defends his WWE Championship against a bizarre opponent. WWE cameras go to the front lines as DX takes the war to ",0
eight,44,43,"On a special Raw Saturday Night, DX takes on Kaentai in an Eight Man Tag Team Match. The Rock promises he will always be the People's Champi",0
corporate,44,42,"""Stone Cold"" Steve Austin looks to get his hands on the Big Boss Man. The Rock takes on Mark Henry in the main event. When Kane tries to bri",0
victims,44,43,"While Triple H and Big Show become victims of a McMahon sibling rivalry, The Rock is forced to compete in a Steel Cage main event.",-2
ability,44,43,"Stephanie McMahon-Helmsley forces ""Stone Cold"" Steve Austin to start his journey back to the WWE Championship from the very bottom. But when",0
bout,44,43,"With Cyber Sunday less than a week away, Mr. McMahon allows the WWE Universe a chance to choose John Cena's opponent between ECW Champion Bi",0
green,44,43,"Episode #845

""Raw"" guest host Seth Green teams up with John Cena & Triple H to take on Legacy.",0
driver,44,42,"Let the celebration continue! Just one night after the New Orleans Saints captured the NFL’s top prize in the Super Bowl, the people of Loui",0
said,44,32,"It’s often said that everything is bigger in Texas. Well, if you’re John Cena, that’s certainly proven true. As he and his seven-man SummerS",0
startling,44,44,Braun Strowman and Kane’s latest brawl concluded when The Monster Among Men’s Running Powerslam sent both mammoth Superstars through the rin,0
challenged,44,43,"Baron Corbin has a lot to answer for following his tyrannical reign as Raw’s “General Manager-Elect,” and Seth Rollins made Team Red’s resid",0
waiting,44,43,"After Universal Champion Seth Rollins scored a victory over SmackDown Tag Team Champion Daniel Bryan in Raw’s chaotic main event, Baron Corb",0
max,44,40,"During the Sophomore Sleepover, Max bares her heart, Georgia resorts to old, bad habits, and Ginny shares connections with both Hunter and M",0
weekend,44,44,"Sheldon moves in with Dr. Sturgis for the weekend to see what his life will be like in college. Also, a lonely Mary tries to bond with the o",0
completely,43,43,"Mai responds to the media, asserting that she is not the real identity of Touko Kirishima on Coming of Age Day. Nevertheless, the impact of ",0
project,43,42,"It's time to light up the night with a glow-in-the-dark delivery; Gabby, Pandy and DJ Catnip get to work on a train-building project.",1
planet,43,39,Gabby and Pandy blast off to Planet Caturn after CatRat gets stuck there looking for space cheese.,0
granny,43,41,"Peppa and George visit Granny Pig and Grandpa Pig's house, and meet their new parrot, Polly.",0
hide,43,42,"George and Peppa are playing hide and seek, and Peppa thinks that George is bad at the game.",0
pedro,43,42,Pedro gets a cough at playschool and the other children soon catch it.,0
letter,43,40,Zoe Zebra delivers a very special letter for Peppa and George - an invitation to her birthday party.,0
that's,43,43,"Miss Rabbit takes Peppa and the family in her taxi to Granny and Grandpa Pig's house to drop off their shopping, but that's not the last tri",0
thanks,43,43,In her second day at the Children's Festival which its been muddy thanks to the rain Peppa learns about activities involving Mud.,0
tension,43,43,The Smoking Gunns are in action against Owen Hart and Crush. Tension builds between WWE Champion Yokozuna and Lex Luger.,-1
less,43,43,"With their final confrontation less than a week away, Diesel delivers a message to Shawn Michaels. Plus, Goldust, Mankind, and many more.",-1
wrestling,43,43,Bret Hart goes one-on-one with The Patriot. The British Bulldog looks to give Ken Shamrock a taste of defeat in an Arm Wrestling Match. Plus,0
clashes,43,42,The Patriot takes on Owen Hart. Dude Love wrestles the British Bulldog. Hunter Hearst Helmsley clashes with The Undertaker.,0
heat,43,43,"WWE Champion Shawn Michaels delivers a final message to ""Stone Cold"" Steve Austin before they meet at WrestleMania. Kane turns up the heat i",0
unique,43,43,"After DX provides a unique perspective of their Corporate rivals with another hilarious impersonation, The Rock puts Triple H to the test by",0
kalisto,43,42,"Tonight's episode of Raw is being broadcast live from the SAP Center in San Jose, CA. The scheduled matches for tonight’s card are:

Interco",0
bold,43,43,"It takes a bold man to step to Universal Champion Brock Lesnar, and few are bolder than Seth Rollins. With WrestleMania 35 on the horizon, t",0
worst,43,42,"As Gil continues to make threats and Cordova closes in, revelations about Georgia's past surface at the worst possible time.",-1
reality,43,43,Terrifying evils blur the boundaries between reality and insanity at the Briarcliff Manor.,0
roger,43,37,Mullen's commission investigates a hacking ring. President Mitchell weighs retaliation. A powerful figure has demands for Roger.,0
deeper,43,43,"Devon gains deeper insight into Michaela's unique magnetism. With Ethan out of reach, Simone finds herself on Peter's trail instead.",0
increasingly,43,43,"With the world growing increasingly more dangerous and Lori’s pregnancy advancing, Rick discovers a potentially safe haven. But first he mus",0
department,43,43,"As Lincoln and C-Note search for the ""Sheik of Light,"" Michael and his cellmate, Whip, attempt an escape from Ogygia. Meanwhile, Sara's inve",0
tim,43,40,"When Jesse goes missing, Walt fears the worst. Skyler has an unlikely reunion. Hank shares some bad news with Detective Tim Roberts.",0
momonosuke,43,39,"Jack’s fleet launches an aggressive attack on the monstrous Zunesha, and a loud voice calls to Luffy and Momonosuke. As the elephant island ",0
matthew,43,42,Things get creepy for historian and closet witch Diana Bishop when she calls up a magical manuscript. Her discovery is about to throw her ba,0
gaara,43,29,"Kiba, Shino, and Hinata decide to try and eliminate their opponents by taking more scrolls. They arrive upon a battlefield where three Rain ",0
reason,42,42,"Puberty syndrome – Abnormal experiences rumored on the internet to be caused by sensitivity and instability during adolescence. This year, S",0
memory,42,42,"With Sakuta's help, Kaede is able to go to school at night. She is now enthusiastic about heading to school during the day. However, on the ",0
kitty,42,42,"As Floyd settles in for a tasty treat, Gabby grabs a new piece of mail from the Meow Meow Mailbox and prepares for an action-packed day at k",0
there's,42,41,There's a new Gabby Cat in town: Marty the Party Cat! Gabby and Pandy show Marty all the fun features in the party room to make him feel wel,0
evening,42,42,"Mummy and Daddy Pig go out for the evening, leaving Granny and Grandpa Pig to babysit an excitable Peppa and George.",0
doctors,42,41,Mummy Pig takes Peppa to the doctors for her yearly health check up.,0
brian,42,42,"Peppa looks after Madame Gazelle's guinea pigs Ginger and Brian while she goes on holiday, but prove to be more trouble for Mummy and Daddy ",0
razor,42,40,"After his match with El Matador, Ric Flair issues a career changing challenge to Mr. Perfect for Raw next week. WWE Champion Bret Hitman Har",0
months,42,42,"After being out for months following a devastating boating accident, Brutus 'The Barber' Beefcake returns to face 'The Million Dollar Man' T",0
warrior,42,42,The Ultimate Warrior makes his return to WWE! Shawn Michaels takes on Jerry 'The King' Lawler. Yokozuna goes one on one with Vader and more.,0
loose,42,42,"While Mankind celebrates capturing the WWE Championship, The Corporation looks to punish the new champion and his degenerate allies in the f",0
steals,42,42,"""Stone Cold"" Steve Austin looks to reclaim a piece of his property. The Ministry of Darkness steals something precious to Mr. McMahon. With ",0
bottom,42,42,"Stephanie McMahon-Helmsley forces ""Stone Cold"" Steve Austin to start his journey back to the WWE Championship from the very bottom. But when",0
creates,42,42,"Mr. McMahon creates dissension within the ranks of The Alliance by announcing that WWE Champion ""Stone Cold"" Steve Austin will defect to WWE",0
standing,42,41,Shane McMahon and Kane sign the contract for their upcoming Last Man Standing Match. As his World Heavyweight Championship defense against G,0
international,42,42,"As an international star beloved by fans around the world, who better than David Hasselhoff to take the reins of Raw across the pond in Lond",0
tensai,42,42,"Santino Marella vs Jack Swagger vs Dolph Ziggler
Lord Tensai vs Alex Riley
Mark Henry vs CM Punk
The Miz vs Zack Ryder
Kofi Kingston vs Cody",0
alexa,42,41,"By winning Raw’s historic first-ever Women’s Gauntlet Match, Sasha Banks earned the right to face Alexa Bliss for the Raw Women’s Championsh",0
ripley,42,41,"WWE Champion Brock Lesnar comes calling, Angel Garza debuts against Rey Mysterio, Rhea Ripley wants Charlotte at WrestleMania and more.",0
riddle,42,40,Triple H returns to Raw only to be met with aggression from a familiar face. WWE Champion Drew McIntyre responds to Goldberg’s challenge. Fl,0
remembers,42,41,WWE remembers WWE Hall of Famer Scott Hall. Kevin Owens responds to “Stone Cold” Steve Austin accepting his invitation for WrestleMania and,0
church,42,40,9-year-old Sheldon Cooper is a once-in-a-generation mind capable of advanced mathematics and science but learns that isn’t always helpful gr,0
seen,42,42,"Rick leads the group out of Atlanta. On the highway, they are stopped by a threat unlike anything they have seen before. The group searches ",0
shooting,42,42,"With the help of his newfound friend Brother Sam, Dexter wonders if there is light within him to counter the darkness, while the search for ",0
government,42,41,"Chaos ensues when Leonard’s recently divorced parents, Alfred and Beverly, and Sheldon’s devoutly religious mother, Mary, come to town. Also",0
chen,42,37,Shan Cai was unhappy on her first day at the Ying De University. She didn't like her coward instructors and her rich and arrogant classmates,0
bennie,42,40,"When two of his kids have birthday parties on the same day, Bennie scrambles to find a venue for one, then bounces back and forth between bo",0
cheyenne,42,41,Jonah begins his first day on the job at big-box store Cloud 9 and immediately starts a rocky relationship with floor supervisor Amy when he,0
perform,41,41,"Unable to deal with a commercial filming well as the actress Mai Sakurajima, Nodoka gradually starts to feel a strong sense of inferiority. ",0
details,41,41,"Sakuta unveils to Mai and Nodoka the details of his family's past, and the trauma that Kaede underwent. Meanwhile, Kaede continues her re-in",0
popular,41,40,"Sakuta dreams that on Christmas Eve, when he is meant to have a sleepover date with Mai, he instead goes on a date with a student named Sara",0
doing,41,40,"After her boyfriend Takumi Fukuyama was unable to remember who she is, Nene completely forgets her own identity, and believes that she is To",0
hotel,41,38,"A tiny suitcase surprise leads to a fancy hotel stay for Gabby and Pandy, featuring ""cat-abulous"" spa treatments and a popping pool party.",0
george's,41,39,"Mr Dinosaur is George's favourite toy. When Mr Dinosaur goes missing, George is distraught. Daddy Pig helps Peppa to become a detective and ",0
early,41,41,It's Peppa Pig's birthday today. Peppa wakes up very early so she doesn't waste any of her special day.,0
delivers,41,41,Zoe Zebra delivers a very special letter for Peppa and George - an invitation to her birthday party.,0
broken,41,41,"Miss Rabbit's train has broken down, so Grandpa Pig lends her his little train, Gertrude.",0
nearby,41,40,"The piglet and her family spend their first day in their Italian holiday villa before visiting a nearby village, where they find plenty of t",0
film,41,37,Peppa and her family finally make it to Hollywood and arrive at the film set to meet Mr Potato and Hash Brown.,0
lucky,41,41,Police Officer Panda and Police Officer Squirrel have come to visit Peppa’s playgroup. They offer two lucky children the chance to spend the,1
turning,41,41,Peppa celebrates Goldie's birthday by holding a undersea party - by turning the house into an underwater environment!,0
father's,41,40,Peppa and George decide to make this Father's Day the best day ever. George loses his wind-up robot's key. Daddy Pig gets a parking ticket.,0
competes,41,41,The Premiere episode of Monday Night Raw. The Undertaker battles Damien Demento in Raw's first-ever main event. Shawn Michaels competes.,0
peace,41,41,"As SummerSlam gets closer, the Undertaker looks to make Tatanka rest in peace. Plus Diesel, The British Bulldog, and many more in action.",3
gauntlet,41,36,"The Hart Foundation's anti-American crusade continues as they set their sights on Shawn Michaels. The British Bulldog goes one-on-one with """,0
tables,41,41,"Mike Tyson and DX shock the world. Kane faces ""Stone Cold"" Steve Austin in the main event. Plus, Taka Michinoku teams with The Headbangers t",0
chairman,41,40,"No one is safe as Mr. McMahon goes on a rampage to show everyone that he is still the boss. With every superstar at the mercy of his wrath, ",0
success,41,41,"""Stone Cold"" Steve Austin is forced to compete in the main event against Kurt Angle and Edge & Christian. Plus, The Undertaker & Rikishi tea",2
forever,41,41,Shawn Michaels and Triple H come face-to-face once again as Jim Ross tries to get both men to put their rivalry to rest. On a new edition of,0
carlito,41,41,"Shawn Michaels teams with Hulk Hogan to take on Carlito and Kurt Angle in the main event. However, The Heartbreak Kid seizes this opportunit",0
impress,41,41,WWE Champion John Cena competes in a Handicap Match against Kurt Angle & Tyson Tomko. Edge sends a message to Matt Hardy. Ric Flair goes one,0
biggest,41,40,"In an effort to punish DX's biggest fan, Mr. McMahon and Shane team up to make an example out of Eugene in a Handicap Match. After his match",0
multiple,41,41,"After Paul Heyman disrespected Goldberg’s family, the WCW icon showed Brock Lesnar what awaits this Sunday at Survivor Series when he annihi",0
jax,41,39,"On Raw tonight, Charlotte defends her Women’s Championship against Bayley tonight in a Royal Rumble rematch, while Kevin Owens and Chris Jer",0
rhea,41,41,"WWE Champion Brock Lesnar comes calling, Angel Garza debuts against Rey Mysterio, Rhea Ripley wants Charlotte at WrestleMania and more.",0
emotions,41,40,"Georgia welcomes an unlikely advocate in the courtroom. As the curtain rises on the school musical, emotions run high and painful secrets em",0
sick,41,41,"Sheldon and Dr. Sturgis have their first fight when Dr. Sturgis marks a question wrong on Sheldon's test. Also, Mary takes over for Pastor J",0
